threshold,year,actionable,scored,tp,fp,precision,scored_rate,tp_per_actionable
0.75,2023,21,15,13,2,0.8666666666666667,0.7142857142857143,0.6190476190476191
0.75,2024,108,70,68,2,0.9714285714285714,0.6481481481481481,0.6296296296296297
0.75,2025,110,71,68,3,0.9577464788732394,0.6454545454545455,0.6181818181818182
0.775,2023,18,12,10,2,0.8333333333333334,0.6666666666666666,0.5555555555555556
0.775,2024,87,61,59,2,0.9672131147540983,0.7011494252873564,0.6781609195402298
0.775,2025,101,66,64,2,0.9696969696969697,0.6534653465346535,0.6336633663366337
0.7999999999999999,2023,18,12,10,2,0.8333333333333334,0.6666666666666666,0.5555555555555556
0.7999999999999999,2024,77,54,52,2,0.9629629629629629,0.7012987012987013,0.6753246753246753
0.7999999999999999,2025,86,55,53,2,0.9636363636363636,0.6395348837209303,0.6162790697674418
0.825,2023,18,12,10,2,0.8333333333333334,0.6666666666666666,0.5555555555555556
0.825,2024,72,51,50,1,0.9803921568627451,0.7083333333333334,0.6944444444444444
0.825,2025,67,45,43,2,0.9555555555555556,0.6716417910447762,0.6417910447761194
0.85,2023,8,6,5,1,0.8333333333333334,0.75,0.625
0.85,2024,69,49,48,1,0.9795918367346939,0.7101449275362319,0.6956521739130435
0.85,2025,65,45,43,2,0.9555555555555556,0.6923076923076923,0.6615384615384615
0.875,2023,8,6,5,1,0.8333333333333334,0.75,0.625
0.875,2024,67,47,46,1,0.9787234042553191,0.7014925373134329,0.6865671641791045
0.875,2025,63,43,41,2,0.9534883720930233,0.6825396825396826,0.6507936507936508
0.9,2023,6,5,4,1,0.8,0.8333333333333334,0.6666666666666666
0.9,2024,59,42,41,1,0.9761904761904762,0.711864406779661,0.6949152542372882
0.9,2025,57,40,38,2,0.95,0.7017543859649122,0.6666666666666666
0.9249999999999999,2023,6,5,4,1,0.8,0.8333333333333334,0.6666666666666666
0.9249999999999999,2024,57,42,41,1,0.9761904761904762,0.7368421052631579,0.7192982456140351
0.9249999999999999,2025,52,37,35,2,0.9459459459459459,0.7115384615384616,0.6730769230769231
0.95,2023,6,5,4,1,0.8,0.8333333333333334,0.6666666666666666
0.95,2024,53,38,37,1,0.9736842105263158,0.7169811320754716,0.6981132075471698
0.95,2025,51,36,34,2,0.9444444444444444,0.7058823529411765,0.6666666666666666
