learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
46000.0,5.19725719,-1.3445341519804462E-12,46000.0,92.66739130434783,12.88531703853773,-72.70865335381487,-71.74134419551949,46000.0,-1.0,42.0,1101.0,1639722.7857142857,4892594.005231818,-520.9285714285714,1059.8644274291014,148.69047619047618,302.82011790751915,74.83333333333333,151.41606652945399,74.83333333333333,151.41606652945399,7.952380952380954,5.441271286858367,0.0,0.0,0.0,0.0,1.0,0.0
47000.0,5.385994935,-1.3933607415917017E-12,47000.0,92.64468085106384,12.846878317744743,-72.24713502740397,-71.30822596630318,47000.0,-1.0,42.0,1127.0,1726240.6904761908,5295821.066968331,-544.2619047619047,1119.080242104852,155.35714285714292,319.7389042624539,78.16666666666666,159.8753960946548,78.16666666666666,159.8753960946548,8.04761904761905,5.409803120498487,0.0,0.0,0.0,0.0,1.0,0.0
48000.0,5.635539078,-1.4579179898525275E-12,48000.0,92.61666666666667,12.941513782243982,-70.4665704665705,-69.32632584806491,48000.0,-1.0,42.0,1151.0,1836401.5,5661260.045244931,-576.4285714285716,1182.5606392507855,164.54761904761907,337.8761645265443,82.76190476190476,168.94403886924843,82.76190476190476,168.94403886924843,8.19047619047619,5.482736076965877,0.0,0.0,0.0,0.0,1.0,0.0
49000.0,5.847701952,-1.512804677089055E-12,49000.0,92.66938775510204,12.867360377949993,-69.43396226415112,-68.87635166901725,49000.0,-1.0,42.0,1171.0,1918626.7857142854,5695833.969055412,-601.4285714285714,1209.2203120466518,171.69047619047618,345.49324853770094,86.33333333333334,172.7527016719546,86.33333333333334,172.7527016719546,8.547619047619047,5.544508955593158,0.0,0.0,0.0,0.0,1.0,0.0
50000.0,5.95207226,-1.539805350411269E-12,50000.0,92.764,12.801827388339678,-67.73296244784434,-68.51420586865397,50000.0,-1.0,42.0,1192.0,1985447.9523809524,5708066.12461541,-613.2619047619046,1215.7502964800813,175.07142857142856,347.3589829933899,88.0238095238095,173.6856549527136,88.0238095238095,173.6856549527136,8.714285714285715,5.597411049133489,0.0,0.0,0.0,0.0,1.0,0.0
51000.0,6.047537805,-1.5645023551769549E-12,51000.0,92.84313725490196,12.9123581129917,-65.83371194911412,-68.12528788576664,51000.0,-1.0,42.0,1208.0,2040906.6904761908,5738255.192375056,-621.4285714285713,1217.8826717260545,177.40476190476187,347.9682533545623,89.19047619047618,173.990361114469,89.19047619047618,173.990361114469,8.83333333333333,5.647864550760741,0.0,0.0,0.0,0.0,1.0,0.0
52000.0,6.23379416,-1.6126870074205922E-12,52000.0,92.68653846153846,13.509169593339376,-64.06384814495263,-64.13465688390149,52000.0,-1.0,42.0,1239.0,2136607.1190476194,5840078.007104846,-647.595238095238,1233.6465094266969,184.88095238095238,352.47225819782017,92.92857142857144,176.24254253133495,92.92857142857144,176.24254253133495,8.928571428571429,5.7185741747689605,0.0,0.0,0.0,0.0,1.0,0.0
53000.0,6.36788699,-1.647376918440891E-12,53000.0,92.56226415094339,13.273979381899984,-62.892561983470955,-62.28900782214909,53000.0,-1.0,42.0,1254.0,2189605.3809523806,5921436.449535402,-665.0952380952382,1250.148943507285,189.8809523809524,357.18726402205135,95.42857142857143,178.6001314911081,95.42857142857143,178.6001314911081,8.976190476190478,5.736014147846685,0.0,0.0,0.0,0.0,1.0,0.0
54000.0,6.484111012,-1.677444156052337E-12,54000.0,92.52962962962962,13.240918398861211,-61.94299478121239,-61.231015187849735,54000.0,-1.0,42.0,1274.0,2252784.214285714,6041841.182523728,-678.5952380952381,1264.2878851599176,193.73809523809527,361.2269781354499,97.35714285714288,180.62004607821405,97.35714285714288,180.62004607821405,9.0,5.716898357437213,0.0,0.0,0.0,0.0,1.0,0.0
55000.0,6.60611964,-1.7090078753729656E-12,55000.0,92.47636363636363,13.131575887032337,-61.074347995328914,-60.449786739046175,55000.0,-1.0,42.0,1295.0,2310586.9523809524,6172330.270682718,-694.7619047619048,1284.684906030132,198.3571428571429,367.0547125714448,99.66666666666666,183.53396265311352,99.66666666666666,183.53396265311352,9.04761904761905,5.682460738663981,0.0,0.0,0.0,0.0,1.0,0.0
56000.0,6.713188846,-1.7367067555379531E-12,56000.0,92.43392857142857,12.99311771718154,-61.04142911440519,-60.00755287009074,56000.0,-1.0,42.0,1315.0,2370865.023809524,6329406.371677666,-706.595238095238,1302.9469985200399,201.7380952380952,372.2724585453581,101.35714285714288,186.1428538002626,101.35714285714288,186.1428538002626,9.095238095238095,5.668954925021718,0.0,0.0,0.0,0.0,1.0,0.0
57000.0,6.811707596,-1.7621936266207027E-12,57000.0,92.4421052631579,12.954773256074754,-60.68631107795617,-59.67383246849523,57000.0,-1.0,42.0,1344.0,2457735.023809524,6590047.975957303,-718.2619047619048,1322.9270772359635,205.07142857142853,377.9810546844226,103.02380952380952,188.99715936634658,103.02380952380952,188.99715936634658,9.11904761904762,5.709223948597401,0.0,0.0,0.0,0.0,1.0,0.0
58000.0,6.921225805,-1.790526065613246E-12,58000.0,92.37413793103448,12.772565755668285,-60.428001450852285,-59.32997118155613,58000.0,-1.0,42.0,1358.0,2508179.357142857,6756458.29583333,-732.2619047619048,1349.6388868341116,209.07142857142853,385.61299902547574,105.0238095238095,192.81312677902483,105.0238095238095,192.81312677902483,9.14285714285714,5.710800330787136,0.0,0.0,0.0,0.0,1.0,0.0
