race,positives,negatives,tp,fp,fn,tn,kappa,gmean,year,race_name,race_index,system,target
2024 :: Saudi Arabian Grand Prix,38,798,0,0,38,798,0.0,0.0,2024,Saudi Arabian Grand Prix,63,Batch No-Year,target_pit_any_h2_clean_actionable
2024 :: Singapore Grand Prix,50,1106,13,75,37,1031,0.14102223873467434,0.49230975708984176,2024,Singapore Grand Prix,64,Batch No-Year,target_pit_any_h2_clean_actionable
2024 :: Spanish Grand Prix,84,1207,10,9,74,1198,0.17435526001494817,0.3437440036311193,2024,Spanish Grand Prix,65,Batch No-Year,target_pit_any_h2_clean_actionable
2024 :: São Paulo Grand Prix,26,923,1,19,25,904,0.020134228187919545,0.19408710883814884,2024,São Paulo Grand Prix,66,Batch No-Year,target_pit_any_h2_clean_actionable
2024 :: United States Grand Prix,45,938,25,192,20,746,0.12444541543425658,0.6647092799961903,2024,United States Grand Prix,67,Batch No-Year,target_pit_any_h2_clean_actionable
2025 :: Abu Dhabi Grand Prix,54,1066,4,10,50,1056,0.0997749437359341,0.27088594524340837,2025,Abu Dhabi Grand Prix,68,Batch No-Year,target_pit_any_h2_clean_actionable
2025 :: Australian Grand Prix,58,587,1,7,57,580,0.00869314634263485,0.13052116735521604,2025,Australian Grand Prix,69,Batch No-Year,target_pit_any_h2_clean_actionable
2025 :: Austrian Grand Prix,64,1011,16,29,48,982,0.25705694924381817,0.4927767063232166,2025,Austrian Grand Prix,70,Batch No-Year,target_pit_any_h2_clean_actionable
2025 :: Azerbaijan Grand Prix,37,856,0,5,37,851,-0.009963377854373068,0.0,2025,Azerbaijan Grand Prix,71,Batch No-Year,target_pit_any_h2_clean_actionable
2025 :: Bahrain Grand Prix,85,938,64,170,21,768,0.31813565887415074,0.7851627997425669,2025,Bahrain Grand Prix,72,Batch No-Year,target_pit_any_h2_clean_actionable
2025 :: Belgian Grand Prix,52,767,0,0,52,767,0.0,0.0,2025,Belgian Grand Prix,73,Batch No-Year,target_pit_any_h2_clean_actionable
2025 :: British Grand Prix,59,500,17,56,42,444,0.15945008745818878,0.5058304130631738,2025,British Grand Prix,74,Batch No-Year,target_pit_any_h2_clean_actionable
2025 :: Canadian Grand Prix,106,1015,3,8,103,1007,0.034108286435086344,0.1675673528286168,2025,Canadian Grand Prix,75,Batch No-Year,target_pit_any_h2_clean_actionable
2025 :: Chinese Grand Prix,50,997,0,1,50,996,-0.001876278214533622,0.0,2025,Chinese Grand Prix,76,Batch No-Year,target_pit_any_h2_clean_actionable
2025 :: Dutch Grand Prix,76,1045,0,0,76,1045,0.0,0.0,2025,Dutch Grand Prix,77,Batch No-Year,target_pit_any_h2_clean_actionable
2025 :: Emilia Romagna Grand Prix,66,965,19,50,47,915,0.23117076808351977,0.5224584083990131,2025,Emilia Romagna Grand Prix,78,Batch No-Year,target_pit_any_h2_clean_actionable
2025 :: Hungarian Grand Prix,60,1289,9,57,51,1232,0.10096634455181608,0.3786382853395877,2025,Hungarian Grand Prix,79,Batch No-Year,target_pit_any_h2_clean_actionable
2025 :: Italian Grand Prix,40,917,0,0,40,917,0.0,0.0,2025,Italian Grand Prix,80,Batch No-Year,target_pit_any_h2_clean_actionable
2025 :: Japanese Grand Prix,42,997,4,13,38,984,0.11497670068311261,0.30658811871613584,2025,Japanese Grand Prix,81,Batch No-Year,target_pit_any_h2_clean_actionable
2025 :: Las Vegas Grand Prix,34,769,0,1,34,768,-0.0024253664800084618,0.0,2025,Las Vegas Grand Prix,82,Batch No-Year,target_pit_any_h2_clean_actionable
2025 :: Mexico City Grand Prix,56,1150,8,32,48,1118,0.1331224841863139,0.37266873705429027,2025,Mexico City Grand Prix,83,Batch No-Year,target_pit_any_h2_clean_actionable
2025 :: Miami Grand Prix,22,468,0,0,22,468,0.0,0.0,2025,Miami Grand Prix,84,Batch No-Year,target_pit_any_h2_clean_actionable
2025 :: Monaco Grand Prix,72,1274,0,0,72,1274,0.0,0.0,2025,Monaco Grand Prix,85,Batch No-Year,target_pit_any_h2_clean_actionable
2025 :: Qatar Grand Prix,85,914,2,7,83,907,0.02669524551831648,0.15280447765798122,2025,Qatar Grand Prix,86,Batch No-Year,target_pit_any_h2_clean_actionable
2025 :: Saudi Arabian Grand Prix,32,813,15,61,17,752,0.23711745914162685,0.6584674143747418,2025,Saudi Arabian Grand Prix,87,Batch No-Year,target_pit_any_h2_clean_actionable
2025 :: Singapore Grand Prix,46,1165,0,0,46,1165,0.0,0.0,2025,Singapore Grand Prix,88,Batch No-Year,target_pit_any_h2_clean_actionable
2025 :: Spanish Grand Prix,104,995,26,36,78,959,0.261015229624037,0.4908714433223293,2025,Spanish Grand Prix,89,Batch No-Year,target_pit_any_h2_clean_actionable
2025 :: São Paulo Grand Prix,70,1056,0,0,70,1056,0.0,0.0,2025,São Paulo Grand Prix,90,Batch No-Year,target_pit_any_h2_clean_actionable
2025 :: United States Grand Prix,42,959,19,99,23,860,0.18719716734998137,0.6369305459650494,2025,United States Grand Prix,91,Batch No-Year,target_pit_any_h2_clean_actionable
2022 :: Abu Dhabi Grand Prix,26,1036,0,0,26,1036,0.0,0.0,2022,Abu Dhabi Grand Prix,1,Batch No-Year,target_pit_success_h2_clean_actionable
2022 :: Australian Grand Prix,20,821,2,20,18,801,0.07212124731432557,0.3123522793366825,2022,Australian Grand Prix,2,Batch No-Year,target_pit_success_h2_clean_actionable
2022 :: Austrian Grand Prix,46,1191,0,0,46,1191,0.0,0.0,2022,Austrian Grand Prix,3,Batch No-Year,target_pit_success_h2_clean_actionable
2022 :: Azerbaijan Grand Prix,25,748,0,0,25,748,0.0,0.0,2022,Azerbaijan Grand Prix,4,Batch No-Year,target_pit_success_h2_clean_actionable
2022 :: Belgian Grand Prix,24,679,0,0,24,679,0.0,0.0,2022,Belgian Grand Prix,5,Batch No-Year,target_pit_success_h2_clean_actionable
2022 :: British Grand Prix,4,271,0,0,4,271,0.0,0.0,2022,British Grand Prix,6,Batch No-Year,target_pit_success_h2_clean_actionable
2022 :: Canadian Grand Prix,19,1028,0,0,19,1028,0.0,0.0,2022,Canadian Grand Prix,7,Batch No-Year,target_pit_success_h2_clean_actionable
2022 :: Dutch Grand Prix,41,1131,0,0,41,1131,0.0,0.0,2022,Dutch Grand Prix,8,Batch No-Year,target_pit_success_h2_clean_actionable
2022 :: Emilia Romagna Grand Prix,22,1023,0,0,22,1023,0.0,0.0,2022,Emilia Romagna Grand Prix,9,Batch No-Year,target_pit_success_h2_clean_actionable
2022 :: French Grand Prix,16,844,0,0,16,844,0.0,0.0,2022,French Grand Prix,10,Batch No-Year,target_pit_success_h2_clean_actionable
2022 :: Hungarian Grand Prix,34,1227,0,0,34,1227,0.0,0.0,2022,Hungarian Grand Prix,11,Batch No-Year,target_pit_success_h2_clean_actionable
2022 :: Italian Grand Prix,36,781,0,0,36,781,0.0,0.0,2022,Italian Grand Prix,12,Batch No-Year,target_pit_success_h2_clean_actionable
2022 :: Japanese Grand Prix,2,176,0,0,2,176,0.0,0.0,2022,Japanese Grand Prix,13,Batch No-Year,target_pit_success_h2_clean_actionable
2022 :: Mexico City Grand Prix,12,1295,0,0,12,1295,0.0,0.0,2022,Mexico City Grand Prix,14,Batch No-Year,target_pit_success_h2_clean_actionable
2022 :: Miami Grand Prix,21,886,0,0,21,886,0.0,0.0,2022,Miami Grand Prix,15,Batch No-Year,target_pit_success_h2_clean_actionable
2022 :: Monaco Grand Prix,18,1006,0,0,18,1006,0.0,0.0,2022,Monaco Grand Prix,16,Batch No-Year,target_pit_success_h2_clean_actionable
2022 :: Saudi Arabian Grand Prix,10,493,0,0,10,493,0.0,0.0,2022,Saudi Arabian Grand Prix,17,Batch No-Year,target_pit_success_h2_clean_actionable
2022 :: Singapore Grand Prix,7,609,0,0,7,609,0.0,0.0,2022,Singapore Grand Prix,18,Batch No-Year,target_pit_success_h2_clean_actionable
2022 :: Spanish Grand Prix,42,1130,0,0,42,1130,0.0,0.0,2022,Spanish Grand Prix,19,Batch No-Year,target_pit_success_h2_clean_actionable
2022 :: São Paulo Grand Prix,22,974,0,0,22,974,0.0,0.0,2022,São Paulo Grand Prix,20,Batch No-Year,target_pit_success_h2_clean_actionable
2022 :: United States Grand Prix,26,788,0,0,26,788,0.0,0.0,2022,United States Grand Prix,21,Batch No-Year,target_pit_success_h2_clean_actionable
2023 :: Abu Dhabi Grand Prix,44,1012,2,0,42,1012,0.08363636363636351,0.21320071635561044,2023,Abu Dhabi Grand Prix,22,Batch No-Year,target_pit_success_h2_clean_actionable
2023 :: Australian Grand Prix,10,748,0,0,10,748,0.0,0.0,2023,Australian Grand Prix,23,Batch No-Year,target_pit_success_h2_clean_actionable
2023 :: Austrian Grand Prix,22,1240,0,0,22,1240,0.0,0.0,2023,Austrian Grand Prix,24,Batch No-Year,target_pit_success_h2_clean_actionable
2023 :: Azerbaijan Grand Prix,16,846,0,0,16,846,0.0,0.0,2023,Azerbaijan Grand Prix,25,Batch No-Year,target_pit_success_h2_clean_actionable
2023 :: Bahrain Grand Prix,60,925,0,0,60,925,0.0,0.0,2023,Bahrain Grand Prix,26,Batch No-Year,target_pit_success_h2_clean_actionable
2023 :: Belgian Grand Prix,36,751,0,0,36,751,0.0,0.0,2023,Belgian Grand Prix,27,Batch No-Year,target_pit_success_h2_clean_actionable
2023 :: British Grand Prix,18,719,1,0,17,719,0.10295697000071591,0.23570226039551584,2023,British Grand Prix,28,Batch No-Year,target_pit_success_h2_clean_actionable
2023 :: Canadian Grand Prix,18,1130,0,0,18,1130,0.0,0.0,2023,Canadian Grand Prix,29,Batch No-Year,target_pit_success_h2_clean_actionable
2023 :: Dutch Grand Prix,12,1074,0,0,12,1074,0.0,0.0,2023,Dutch Grand Prix,30,Batch No-Year,target_pit_success_h2_clean_actionable
2023 :: Hungarian Grand Prix,26,1181,0,0,26,1181,0.0,0.0,2023,Hungarian Grand Prix,31,Batch No-Year,target_pit_success_h2_clean_actionable
2023 :: Italian Grand Prix,14,751,0,0,14,751,0.0,0.0,2023,Italian Grand Prix,32,Batch No-Year,target_pit_success_h2_clean_actionable
2023 :: Japanese Grand Prix,15,706,1,1,14,705,0.11330655079117802,0.25801596454549075,2023,Japanese Grand Prix,33,Batch No-Year,target_pit_success_h2_clean_actionable
2023 :: Las Vegas Grand Prix,18,748,0,0,18,748,0.0,0.0,2023,Las Vegas Grand Prix,34,Batch No-Year,target_pit_success_h2_clean_actionable
2023 :: Mexico City Grand Prix,14,1148,0,0,14,1148,0.0,0.0,2023,Mexico City Grand Prix,35,Batch No-Year,target_pit_success_h2_clean_actionable
2023 :: Miami Grand Prix,12,1096,0,0,12,1096,0.0,0.0,2023,Miami Grand Prix,36,Batch No-Year,target_pit_success_h2_clean_actionable
2023 :: Monaco Grand Prix,4,1449,0,0,4,1449,0.0,0.0,2023,Monaco Grand Prix,37,Batch No-Year,target_pit_success_h2_clean_actionable
2023 :: Qatar Grand Prix,24,874,0,0,24,874,0.0,0.0,2023,Qatar Grand Prix,38,Batch No-Year,target_pit_success_h2_clean_actionable
2023 :: Saudi Arabian Grand Prix,12,839,0,0,12,839,0.0,0.0,2023,Saudi Arabian Grand Prix,39,Batch No-Year,target_pit_success_h2_clean_actionable
2023 :: Singapore Grand Prix,21,952,0,0,21,952,0.0,0.0,2023,Singapore Grand Prix,40,Batch No-Year,target_pit_success_h2_clean_actionable
2023 :: Spanish Grand Prix,44,1223,0,0,44,1223,0.0,0.0,2023,Spanish Grand Prix,41,Batch No-Year,target_pit_success_h2_clean_actionable
2023 :: São Paulo Grand Prix,36,998,0,0,36,998,0.0,0.0,2023,São Paulo Grand Prix,42,Batch No-Year,target_pit_success_h2_clean_actionable
2023 :: United States Grand Prix,32,932,0,1,32,931,-0.002015875015749069,0.0,2023,United States Grand Prix,43,Batch No-Year,target_pit_success_h2_clean_actionable
2024 :: Abu Dhabi Grand Prix,24,928,0,0,24,928,0.0,0.0,2024,Abu Dhabi Grand Prix,44,Batch No-Year,target_pit_success_h2_clean_actionable
2024 :: Australian Grand Prix,16,822,0,0,16,822,0.0,0.0,2024,Australian Grand Prix,45,Batch No-Year,target_pit_success_h2_clean_actionable
2024 :: Austrian Grand Prix,44,1297,0,0,44,1297,0.0,0.0,2024,Austrian Grand Prix,46,Batch No-Year,target_pit_success_h2_clean_actionable
2024 :: Azerbaijan Grand Prix,18,901,1,1,17,900,0.09646056368800537,0.23557142371577275,2024,Azerbaijan Grand Prix,47,Batch No-Year,target_pit_success_h2_clean_actionable
2024 :: Bahrain Grand Prix,44,1044,0,0,44,1044,0.0,0.0,2024,Bahrain Grand Prix,48,Batch No-Year,target_pit_success_h2_clean_actionable
2024 :: Belgian Grand Prix,12,590,0,0,12,590,0.0,0.0,2024,Belgian Grand Prix,49,Batch No-Year,target_pit_success_h2_clean_actionable
2024 :: British Grand Prix,20,872,0,0,20,872,0.0,0.0,2024,British Grand Prix,50,Batch No-Year,target_pit_success_h2_clean_actionable
2024 :: Canadian Grand Prix,15,1032,0,0,15,1032,0.0,0.0,2024,Canadian Grand Prix,51,Batch No-Year,target_pit_success_h2_clean_actionable
2024 :: Chinese Grand Prix,22,802,0,0,22,802,0.0,0.0,2024,Chinese Grand Prix,52,Batch No-Year,target_pit_success_h2_clean_actionable
2024 :: Dutch Grand Prix,12,1367,0,0,12,1367,0.0,0.0,2024,Dutch Grand Prix,53,Batch No-Year,target_pit_success_h2_clean_actionable
2024 :: Emilia Romagna Grand Prix,20,1176,0,0,20,1176,0.0,0.0,2024,Emilia Romagna Grand Prix,54,Batch No-Year,target_pit_success_h2_clean_actionable
2024 :: Hungarian Grand Prix,36,1288,1,2,35,1286,0.04729677168416946,0.16653721680894834,2024,Hungarian Grand Prix,55,Batch No-Year,target_pit_success_h2_clean_actionable
2024 :: Italian Grand Prix,22,938,0,0,22,938,0.0,0.0,2024,Italian Grand Prix,56,Batch No-Year,target_pit_success_h2_clean_actionable
2024 :: Japanese Grand Prix,17,839,0,0,17,839,0.0,0.0,2024,Japanese Grand Prix,57,Batch No-Year,target_pit_success_h2_clean_actionable
2024 :: Las Vegas Grand Prix,44,848,0,0,44,848,0.0,0.0,2024,Las Vegas Grand Prix,58,Batch No-Year,target_pit_success_h2_clean_actionable
2024 :: Mexico City Grand Prix,20,1071,0,0,20,1071,0.0,0.0,2024,Mexico City Grand Prix,59,Batch No-Year,target_pit_success_h2_clean_actionable
2024 :: Miami Grand Prix,11,837,0,0,11,837,0.0,0.0,2024,Miami Grand Prix,60,Batch No-Year,target_pit_success_h2_clean_actionable
2024 :: Monaco Grand Prix,2,1220,0,0,2,1220,0.0,0.0,2024,Monaco Grand Prix,61,Batch No-Year,target_pit_success_h2_clean_actionable
2024 :: Qatar Grand Prix,12,750,0,0,12,750,0.0,0.0,2024,Qatar Grand Prix,62,Batch No-Year,target_pit_success_h2_clean_actionable
2024 :: Saudi Arabian Grand Prix,20,814,0,0,20,814,0.0,0.0,2024,Saudi Arabian Grand Prix,63,Batch No-Year,target_pit_success_h2_clean_actionable
2024 :: Singapore Grand Prix,16,1120,0,0,16,1120,0.0,0.0,2024,Singapore Grand Prix,64,Batch No-Year,target_pit_success_h2_clean_actionable
2024 :: Spanish Grand Prix,40,1215,0,0,40,1215,0.0,0.0,2024,Spanish Grand Prix,65,Batch No-Year,target_pit_success_h2_clean_actionable
2024 :: United States Grand Prix,22,944,0,0,22,944,0.0,0.0,2024,United States Grand Prix,67,Batch No-Year,target_pit_success_h2_clean_actionable
2025 :: Abu Dhabi Grand Prix,34,1082,0,0,34,1082,0.0,0.0,2025,Abu Dhabi Grand Prix,68,Batch No-Year,target_pit_success_h2_clean_actionable
2025 :: Austrian Grand Prix,18,1031,0,0,18,1031,0.0,0.0,2025,Austrian Grand Prix,70,Batch No-Year,target_pit_success_h2_clean_actionable
2025 :: Azerbaijan Grand Prix,14,868,0,0,14,868,0.0,0.0,2025,Azerbaijan Grand Prix,71,Batch No-Year,target_pit_success_h2_clean_actionable
2025 :: Bahrain Grand Prix,54,961,7,5,47,956,0.1965780741011356,0.3591032969252246,2025,Bahrain Grand Prix,72,Batch No-Year,target_pit_success_h2_clean_actionable
2025 :: Belgian Grand Prix,28,789,0,0,28,789,0.0,0.0,2025,Belgian Grand Prix,73,Batch No-Year,target_pit_success_h2_clean_actionable
2025 :: British Grand Prix,4,512,0,0,4,512,0.0,0.0,2025,British Grand Prix,74,Batch No-Year,target_pit_success_h2_clean_actionable
2025 :: Canadian Grand Prix,30,1065,0,0,30,1065,0.0,0.0,2025,Canadian Grand Prix,75,Batch No-Year,target_pit_success_h2_clean_actionable
2025 :: Chinese Grand Prix,16,1021,0,0,16,1021,0.0,0.0,2025,Chinese Grand Prix,76,Batch No-Year,target_pit_success_h2_clean_actionable
2025 :: Dutch Grand Prix,32,1059,0,0,32,1059,0.0,0.0,2025,Dutch Grand Prix,77,Batch No-Year,target_pit_success_h2_clean_actionable
2025 :: Emilia Romagna Grand Prix,29,979,0,0,29,979,0.0,0.0,2025,Emilia Romagna Grand Prix,78,Batch No-Year,target_pit_success_h2_clean_actionable
2025 :: Hungarian Grand Prix,14,1309,0,0,14,1309,0.0,0.0,2025,Hungarian Grand Prix,79,Batch No-Year,target_pit_success_h2_clean_actionable
2025 :: Italian Grand Prix,12,929,0,0,12,929,0.0,0.0,2025,Italian Grand Prix,80,Batch No-Year,target_pit_success_h2_clean_actionable
2025 :: Japanese Grand Prix,20,1011,0,0,20,1011,0.0,0.0,2025,Japanese Grand Prix,81,Batch No-Year,target_pit_success_h2_clean_actionable
2025 :: Las Vegas Grand Prix,9,785,0,0,9,785,0.0,0.0,2025,Las Vegas Grand Prix,82,Batch No-Year,target_pit_success_h2_clean_actionable
2025 :: Mexico City Grand Prix,30,1166,0,0,30,1166,0.0,0.0,2025,Mexico City Grand Prix,83,Batch No-Year,target_pit_success_h2_clean_actionable
2025 :: Miami Grand Prix,2,476,0,0,2,476,0.0,0.0,2025,Miami Grand Prix,84,Batch No-Year,target_pit_success_h2_clean_actionable
2025 :: Monaco Grand Prix,26,1292,0,0,26,1292,0.0,0.0,2025,Monaco Grand Prix,85,Batch No-Year,target_pit_success_h2_clean_actionable
2025 :: Qatar Grand Prix,51,934,0,0,51,934,0.0,0.0,2025,Qatar Grand Prix,86,Batch No-Year,target_pit_success_h2_clean_actionable
2025 :: Saudi Arabian Grand Prix,14,823,0,0,14,823,0.0,0.0,2025,Saudi Arabian Grand Prix,87,Batch No-Year,target_pit_success_h2_clean_actionable
2025 :: Singapore Grand Prix,16,1187,0,0,16,1187,0.0,0.0,2025,Singapore Grand Prix,88,Batch No-Year,target_pit_success_h2_clean_actionable
2025 :: Spanish Grand Prix,35,1032,0,0,35,1032,0.0,0.0,2025,Spanish Grand Prix,89,Batch No-Year,target_pit_success_h2_clean_actionable
2025 :: São Paulo Grand Prix,20,1068,0,0,20,1068,0.0,0.0,2025,São Paulo Grand Prix,90,Batch No-Year,target_pit_success_h2_clean_actionable
2025 :: United States Grand Prix,18,973,0,1,18,972,-0.001915606874900222,0.0,2025,United States Grand Prix,91,Batch No-Year,target_pit_success_h2_clean_actionable
2022 :: Abu Dhabi Grand Prix,68,1018,6,3,62,1015,0.14330444913711482,0.29660625194513157,2022,Abu Dhabi Grand Prix,1,Batch Percent,target_pit_any_h2_clean_actionable
2022 :: Australian Grand Prix,42,814,33,243,9,571,0.13377023901310703,0.7424003644653612,2022,Australian Grand Prix,2,Batch Percent,target_pit_any_h2_clean_actionable
2022 :: Austrian Grand Prix,85,1182,36,150,49,1032,0.19119963302399146,0.6080970518633689,2022,Austrian Grand Prix,3,Batch Percent,target_pit_any_h2_clean_actionable
2022 :: Azerbaijan Grand Prix,55,732,10,21,45,711,0.1918409260642271,0.4202405102297398,2022,Azerbaijan Grand Prix,4,Batch Percent,target_pit_any_h2_clean_actionable
2022 :: Belgian Grand Prix,72,647,35,24,37,623,0.4881845658338487,0.6841631156481081,2022,Belgian Grand Prix,5,Batch Percent,target_pit_any_h2_clean_actionable
2022 :: British Grand Prix,20,267,11,54,9,213,0.1704060564349622,0.6623926667346343,2022,British Grand Prix,6,Batch Percent,target_pit_any_h2_clean_actionable
2022 :: Canadian Grand Prix,61,1025,9,19,52,1006,0.17301958428966735,0.38053393747335124,2022,Canadian Grand Prix,7,Batch Percent,target_pit_any_h2_clean_actionable
2022 :: Dutch Grand Prix,109,1094,46,70,63,1024,0.34797279399479186,0.628502463341803,2022,Dutch Grand Prix,8,Batch Percent,target_pit_any_h2_clean_actionable
2022 :: Emilia Romagna Grand Prix,48,1007,35,126,13,881,0.28479460005169743,0.7987054031905213,2022,Emilia Romagna Grand Prix,9,Batch Percent,target_pit_any_h2_clean_actionable
2022 :: French Grand Prix,53,824,22,47,31,777,0.31374398073836285,0.6256339521602243,2022,French Grand Prix,10,Batch Percent,target_pit_any_h2_clean_actionable
2022 :: Hungarian Grand Prix,81,1207,60,154,21,1053,0.34721916522827057,0.8038845210073158,2022,Hungarian Grand Prix,11,Batch Percent,target_pit_any_h2_clean_actionable
2022 :: Italian Grand Prix,60,775,21,89,39,686,0.16986407766990286,0.5566025975621235,2022,Italian Grand Prix,12,Batch Percent,target_pit_any_h2_clean_actionable
2022 :: Japanese Grand Prix,8,177,0,30,8,147,-0.07328244274809159,0.0,2022,Japanese Grand Prix,13,Batch Percent,target_pit_any_h2_clean_actionable
2022 :: Mexico City Grand Prix,48,1283,41,341,7,942,0.13529154796530607,0.7919238687359621,2022,Mexico City Grand Prix,14,Batch Percent,target_pit_any_h2_clean_actionable
2022 :: Miami Grand Prix,47,878,4,25,43,853,0.0691686151478379,0.28754665795677103,2022,Miami Grand Prix,15,Batch Percent,target_pit_any_h2_clean_actionable
2022 :: Monaco Grand Prix,63,980,0,52,63,928,-0.05778134452743999,0.0,2022,Monaco Grand Prix,16,Batch Percent,target_pit_any_h2_clean_actionable
2022 :: Saudi Arabian Grand Prix,31,486,1,13,30,473,0.007411706925034567,0.17718689138204255,2022,Saudi Arabian Grand Prix,17,Batch Percent,target_pit_any_h2_clean_actionable
2022 :: Singapore Grand Prix,38,600,0,20,38,580,-0.042836207868335086,0.0,2022,Singapore Grand Prix,18,Batch Percent,target_pit_any_h2_clean_actionable
2022 :: Spanish Grand Prix,106,1106,42,67,64,1039,0.33140749225171806,0.6101012613333029,2022,Spanish Grand Prix,19,Batch Percent,target_pit_any_h2_clean_actionable
2022 :: São Paulo Grand Prix,80,950,14,5,66,945,0.2607904578995248,0.41722769247548874,2022,São Paulo Grand Prix,20,Batch Percent,target_pit_any_h2_clean_actionable
2022 :: United States Grand Prix,68,772,11,24,57,748,0.1678082191780823,0.395898662911782,2022,United States Grand Prix,21,Batch Percent,target_pit_any_h2_clean_actionable
2023 :: Abu Dhabi Grand Prix,71,993,34,79,37,914,0.3132810326601013,0.6639093084404735,2023,Abu Dhabi Grand Prix,22,Batch Percent,target_pit_any_h2_clean_actionable
2023 :: Australian Grand Prix,25,765,1,11,24,754,0.03422982885085579,0.19855688505138064,2023,Australian Grand Prix,23,Batch Percent,target_pit_any_h2_clean_actionable
2023 :: Austrian Grand Prix,81,1229,1,0,80,1229,0.022916705513807867,0.1111111111111111,2023,Austrian Grand Prix,24,Batch Percent,target_pit_any_h2_clean_actionable
2023 :: Azerbaijan Grand Prix,45,837,1,17,44,820,0.002669336002669387,0.14754956732389898,2023,Azerbaijan Grand Prix,25,Batch Percent,target_pit_any_h2_clean_actionable
2023 :: Bahrain Grand Prix,101,903,15,6,86,897,0.218848840552746,0.38409379302551727,2023,Bahrain Grand Prix,26,Batch Percent,target_pit_any_h2_clean_actionable
2023 :: Belgian Grand Prix,76,721,33,54,43,667,0.33746689862623946,0.6337901106617094,2023,Belgian Grand Prix,27,Batch Percent,target_pit_any_h2_clean_actionable
2023 :: British Grand Prix,38,710,17,35,21,675,0.3389723519757607,0.6521618266840217,2023,British Grand Prix,28,Batch Percent,target_pit_any_h2_clean_actionable
2023 :: Canadian Grand Prix,65,1122,3,18,62,1104,0.04420645784684751,0.21310422360735246,2023,Canadian Grand Prix,29,Batch Percent,target_pit_any_h2_clean_actionable
2023 :: Dutch Grand Prix,125,1048,3,4,122,1044,0.034542675358948616,0.1546234036184849,2023,Dutch Grand Prix,30,Batch Percent,target_pit_any_h2_clean_actionable
2023 :: Hungarian Grand Prix,74,1157,42,88,32,1069,0.36295734073933517,0.7241540409062651,2023,Hungarian Grand Prix,31,Batch Percent,target_pit_any_h2_clean_actionable
2023 :: Italian Grand Prix,42,739,11,10,31,729,0.3250068509032652,0.5082919624767835,2023,Italian Grand Prix,32,Batch Percent,target_pit_any_h2_clean_actionable
2023 :: Japanese Grand Prix,67,694,28,40,39,654,0.35786078207278127,0.6275534959295058,2023,Japanese Grand Prix,33,Batch Percent,target_pit_any_h2_clean_actionable
2023 :: Las Vegas Grand Prix,52,738,20,45,32,693,0.28994980740049026,0.6009685740676343,2023,Las Vegas Grand Prix,34,Batch Percent,target_pit_any_h2_clean_actionable
2023 :: Mexico City Grand Prix,51,1133,6,17,45,1116,0.13911105898909348,0.34041420910022757,2023,Mexico City Grand Prix,35,Batch Percent,target_pit_any_h2_clean_actionable
2023 :: Miami Grand Prix,38,1080,2,2,36,1078,0.0893423647432049,0.22920321346008402,2023,Miami Grand Prix,36,Batch Percent,target_pit_any_h2_clean_actionable
2023 :: Monaco Grand Prix,69,1426,2,11,67,1415,0.034653465346534795,0.1695933854164568,2023,Monaco Grand Prix,37,Batch Percent,target_pit_any_h2_clean_actionable
2023 :: Qatar Grand Prix,100,844,2,0,98,844,0.0352077423660937,0.1414213562373095,2023,Qatar Grand Prix,38,Batch Percent,target_pit_any_h2_clean_actionable
2023 :: Saudi Arabian Grand Prix,42,828,13,16,29,812,0.3401759530791789,0.5509470692433989,2023,Saudi Arabian Grand Prix,39,Batch Percent,target_pit_any_h2_clean_actionable
2023 :: Singapore Grand Prix,47,944,26,49,21,895,0.3907002072866529,0.7242079125589933,2023,Singapore Grand Prix,40,Batch Percent,target_pit_any_h2_clean_actionable
2023 :: Spanish Grand Prix,84,1211,25,45,59,1166,0.28235732935471836,0.5353127222376076,2023,Spanish Grand Prix,41,Batch Percent,target_pit_any_h2_clean_actionable
2023 :: São Paulo Grand Prix,70,998,0,0,70,998,0.0,0.0,2023,São Paulo Grand Prix,42,Batch Percent,target_pit_any_h2_clean_actionable
2023 :: United States Grand Prix,74,910,35,61,39,849,0.3571652555660082,0.6642802053863951,2023,United States Grand Prix,43,Batch Percent,target_pit_any_h2_clean_actionable
2024 :: Abu Dhabi Grand Prix,54,912,33,95,21,817,0.30824505518927325,0.7399011445481779,2024,Abu Dhabi Grand Prix,44,Batch Percent,target_pit_any_h2_clean_actionable
2024 :: Australian Grand Prix,68,806,12,8,56,798,0.24606426568902295,0.4179940419686579,2024,Australian Grand Prix,45,Batch Percent,target_pit_any_h2_clean_actionable
2024 :: Austrian Grand Prix,88,1273,21,10,67,1263,0.3303834431288857,0.486581714962656,2024,Austrian Grand Prix,46,Batch Percent,target_pit_any_h2_clean_actionable
2024 :: Azerbaijan Grand Prix,46,879,29,139,17,740,0.20928907251745255,0.7285200444812491,2024,Azerbaijan Grand Prix,47,Batch Percent,target_pit_any_h2_clean_actionable
2024 :: Bahrain Grand Prix,84,1024,69,112,15,912,0.4653891159977508,0.8553273182990073,2024,Bahrain Grand Prix,48,Batch Percent,target_pit_any_h2_clean_actionable
2024 :: Belgian Grand Prix,46,556,27,84,19,472,0.26447771108633245,0.7058892527584177,2024,Belgian Grand Prix,49,Batch Percent,target_pit_any_h2_clean_actionable
2024 :: British Grand Prix,92,850,7,33,85,817,0.04981877863639472,0.27043112307455613,2024,British Grand Prix,50,Batch Percent,target_pit_any_h2_clean_actionable
